id_gene,ensembl,gene_name,hgnc_symbol,protein_id
1621,ENSG00000278361,KIR3DL2,KIR3DL2,1032
1622,ENSG00000274722,KIR3DL2,KIR3DL2,1032
1623,ENSG00000284384,KIR3DL2,KIR3DL2,1032
1624,ENSG00000276357,KIR3DL2,KIR3DL2,1032
1625,ENSG00000284063,KIR3DL2,KIR3DL2,1032
1626,ENSG00000275511,KIR3DL2,KIR3DL2,1032
1627,ENSG00000283966,KIR3DL3,KIR3DL3,1682
1628,ENSG00000275172,KIR3DL3,KIR3DL3,1682
1629,ENSG00000276196,KIR3DL3,KIR3DL3,1682
1630,ENSG00000278729,KIR3DL3,KIR3DL3,1682
1631,ENSG00000277392,KIR3DL3,KIR3DL3,1682
1632,ENSG00000274511,KIR3DL3,KIR3DL3,1682
1633,ENSG00000273502,KIR3DL3,KIR3DL3,1682
1634,ENSG00000274639,KIR3DL3,KIR3DL3,1682
1635,ENSG00000278723,KIR3DL3,KIR3DL3,1682
1636,ENSG00000277596,KIR3DL3,KIR3DL3,1682
1637,ENSG00000274724,KIR3DL3,KIR3DL3,1682
1638,ENSG00000275062,KIR3DL3,KIR3DL3,1682
1639,ENSG00000283823,KIR3DL3,KIR3DL3,1682
1640,ENSG00000276084,KIR3DL3,KIR3DL3,1682
1641,ENSG00000275513,KIR3DL3,KIR3DL3,1682
1642,ENSG00000275433,KIR3DL3,KIR3DL3,1682
1643,ENSG00000274763,KIR3DL3,KIR3DL3,1682
1644,ENSG00000274480,KIR3DL3,KIR3DL3,1682
1645,ENSG00000274254,KIR3DL3,KIR3DL3,1682
1646,ENSG00000276086,KIR3DL3,KIR3DL3,1682
1647,ENSG00000274556,KIR3DL3,KIR3DL3,1682
1648,ENSG00000276433,KIR3DL3,KIR3DL3,1682
1649,ENSG00000284371,KIR3DL3,KIR3DL3,1682
1650,ENSG00000284480,KIR3DL3,KIR3DL3,1682
1651,ENSG00000276328,KIR3DL3,KIR3DL3,1682
1652,ENSG00000276806,KIR3DL3,KIR3DL3,1682
1653,ENSG00000276875,KIR3DL3,KIR3DL3,1682
1654,ENSG00000274696,KIR3DL3,KIR3DL3,1682
1655,ENSG00000276930,KIR3DL3,KIR3DL3,1682
1656,ENSG00000277028,KIR3DL3,KIR3DL3,1682
1657,ENSG00000276572,KIR3DL3,KIR3DL3,1682
1658,ENSG00000284127,KIR3DL3,KIR3DL3,1682
1659,ENSG00000277620,KIR3DL3,KIR3DL3,1682
1660,ENSG00000274786,KIR3DL3,KIR3DL3,1682
1661,ENSG00000277552,KIR3DL3,KIR3DL3,1682
1662,ENSG00000284086,KIR3DL3,KIR3DL3,1682
1663,ENSG00000283875,KIR3DL3,KIR3DL3,1682
1664,ENSG00000284104,KIR3DL3,KIR3DL3,1682
1665,ENSG00000242019,KIR3DL3,KIR3DL3,1682
1666,ENSG00000274394,KIR3DL3,KIR3DL3,1682
1667,ENSG00000283915,KIR3DL3,KIR3DL3,1682
1668,ENSG00000278490,KIR3DL3,KIR3DL3,1682
1669,ENSG00000275037,KIR3DS1,KIR3DS1,1397
1670,ENSG00000276534,KIR3DS1,KIR3DS1,1397
1671,ENSG00000274283,KIR3DS1,KIR3DS1,1397
1672,ENSG00000275434,KIR3DS1,KIR3DS1,1397
1673,ENSG00000276498,KIR3DS1,KIR3DS1,1397
1674,ENSG00000274465,KIR3DS1,KIR3DS1,1397
1675,ENSG00000275608,KIR3DS1,KIR3DS1,1397
1676,ENSG00000183853,KIRREL1,KIRREL1,1813
1677,ENSG00000149571,KIRREL3,KIRREL3,1654
1678,ENSG00000170498,KISS1,KISS1,1424
1679,ENSG00000116014,KISS1R,KISS1R,1783
1680,ENSG00000157404,KIT,KIT,551
1681,ENSG00000049130,KITLG,KITLG,742
1682,ENSG00000133116,KL,KL,2107
1683,ENSG00000134962,KLB,KLB,1622
1684,ENSG00000142515,KLK3,KLK3,446
1685,ENSG00000111796,KLRB1,KLRB1,1308
1686,ENSG00000134545,KLRC1,KLRC1,826
1687,ENSG00000205809,KLRC2,KLRC2,827
1688,ENSG00000205810,KLRC3,KLRC3,1281
1689,ENSG00000134539,KLRD1,KLRD1,1319
1690,ENSG00000150045,KLRF1,KLRF1,2065
1691,ENSG00000256797,KLRF2,KLRF2,11
1692,ENSG00000139187,KLRG1,KLRG1,1801
1693,ENSG00000188883,KLRG2,KLRG2,2
1694,ENSG00000213809,KLRK1,KLRK1,828
1695,ENSG00000005483,KMT2E,KMT2E,1646
1696,ENSG00000113889,KNG1,KNG1,276
1697,ENSG00000183762,KREMEN1,KREMEN1,1826
1698,ENSG00000131650,KREMEN2,KREMEN2,1693
1699,ENSG00000213416,KRTAP4-12,KRTAP4-12,1882
1700,ENSG00000263236,KRTAP4-12,KRTAP4-12,1882
1701,ENSG00000198910,L1CAM,L1CAM,908
1702,ENSG00000135413,LACRT,LACRT,1924
1703,ENSG00000089692,LAG3,LAG3,693
1704,ENSG00000276053,LAIR1,LAIR1,1516
1705,ENSG00000278154,LAIR1,LAIR1,1516
1706,ENSG00000274110,LAIR1,LAIR1,1516
1707,ENSG00000167613,LAIR1,LAIR1,1516
1708,ENSG00000276163,LAIR1,LAIR1,1516
1709,ENSG00000274084,LAIR2,LAIR2,1519
1710,ENSG00000167618,LAIR2,LAIR2,1519
1711,ENSG00000275819,LAIR2,LAIR2,1519
1712,ENSG00000277335,LAIR2,LAIR2,1519
1713,ENSG00000101680,LAMA1,LAMA1,815
1714,ENSG00000196569,LAMA2,LAMA2,790
1715,ENSG00000053747,LAMA3,LAMA3,1459
1716,ENSG00000112769,LAMA4,LAMA4,1440
1717,ENSG00000130702,LAMA5,LAMA5,82
1718,ENSG00000091136,LAMB1,LAMB1,460
1719,ENSG00000172037,LAMB2,LAMB2,1141
1720,ENSG00000196878,LAMB3,LAMB3,1355
1721,ENSG00000135862,LAMC1,LAMC1,560
1722,ENSG00000058085,LAMC2,LAMC2,1356
1723,ENSG00000050555,LAMC3,LAMC3,2226
1724,ENSG00000185896,LAMP1,LAMP1,569
1725,ENSG00000005893,LAMP2,LAMP2,601
1726,ENSG00000213658,LAT,LAT,112
1727,ENSG00000204381,LAYN,LAYN,1544
1728,ENSG00000182866,LCK,LCK,425
1729,ENSG00000160349,LCN1,LCN1,901
1730,ENSG00000148346,LCN2,LCN2,1207
1731,ENSG00000188501,LCTL,LCTL,1539
1732,ENSG00000130164,LDLR,LDLR,279
1733,ENSG00000164406,LEAP2,LEAP2,1780
1734,ENSG00000243709,LEFTY1,LEFTY1,181
1735,ENSG00000143768,LEFTY2,LEFTY2,28
1736,ENSG00000174697,LEP,LEP,999
1737,ENSG00000116678,LEPR,LEPR,1060
1738,ENSG00000100097,LGALS1,LGALS1,502
1739,ENSG00000131981,LGALS3,LGALS3,680
1740,ENSG00000108679,LGALS3BP,LGALS3BP,1286
1741,ENSG00000116977,LGALS8,LGALS8,19
1742,ENSG00000168961,LGALS9,LGALS9,17
1743,ENSG00000108231,LGI1,LGI1,246
1744,ENSG00000153012,LGI2,LGI2,1656
1745,ENSG00000168481,LGI3,LGI3,1664
1746,ENSG00000153902,LGI4,LGI4,1663
1747,ENSG00000205213,LGR4,LGR4,1894
1748,ENSG00000139292,LGR5,LGR5,173
1749,ENSG00000133067,LGR6,LGR6,1974
1750,ENSG00000104826,LHB,LHB,294
1751,ENSG00000138039,LHCGR,LHCGR,771
1752,ENSG00000128342,LIF,LIF,636
1753,ENSG00000113594,LIFR,LIFR,1016
1754,ENSG00000275525,LILRA1,LILRA1,152
1755,ENSG00000274935,LILRA1,LILRA1,152
1756,ENSG00000277398,LILRA1,LILRA1,152
1757,ENSG00000104974,LILRA1,LILRA1,152
1758,ENSG00000278634,LILRA2,LILRA2,1665
1759,ENSG00000274000,LILRA2,LILRA2,1665
1760,ENSG00000239998,LILRA2,LILRA2,1665
1761,ENSG00000275290,LILRA2,LILRA2,1665
1762,ENSG00000276175,LILRA3,LILRA3,1678
1763,ENSG00000275841,LILRA3,LILRA3,1678
1764,ENSG00000278046,LILRA3,LILRA3,1678
1765,ENSG00000273884,LILRA3,LILRA3,1678
1766,ENSG00000274185,LILRA4,LILRA4,1167
1767,ENSG00000276798,LILRA4,LILRA4,1167
1768,ENSG00000277092,LILRA4,LILRA4,1167
1769,ENSG00000239961,LILRA4,LILRA4,1167
1770,ENSG00000278355,LILRA5,LILRA5,4
1771,ENSG00000187116,LILRA5,LILRA5,4
1772,ENSG00000274914,LILRA5,LILRA5,4
1773,ENSG00000274113,LILRA5,LILRA5,4
1774,ENSG00000275404,LILRA5,LILRA5,4
1775,ENSG00000277177,LILRA6,LILRA6,1526
1776,ENSG00000244482,LILRA6,LILRA6,1526
1777,ENSG00000275584,LILRA6,LILRA6,1526
1778,ENSG00000275539,LILRA6,LILRA6,1526
1779,ENSG00000274148,LILRA6,LILRA6,1526
1780,ENSG00000274669,LILRB1,LILRB1,1710
1781,ENSG00000104972,LILRB1,LILRB1,1710
1782,ENSG00000277807,LILRB1,LILRB1,1710
1783,ENSG00000277134,LILRB1,LILRB1,1710
1784,ENSG00000276452,LILRB1,LILRB1,1710
1785,ENSG00000274513,LILRB2,LILRB2,1673
1786,ENSG00000131042,LILRB2,LILRB2,1673
1787,ENSG00000275463,LILRB2,LILRB2,1673
1788,ENSG00000277751,LILRB2,LILRB2,1673
1789,ENSG00000276146,LILRB2,LILRB2,1673
1790,ENSG00000277816,LILRB3,LILRB3,153
1791,ENSG00000274587,LILRB3,LILRB3,153
1792,ENSG00000275019,LILRB3,LILRB3,153
1793,ENSG00000204577,LILRB3,LILRB3,153
1794,ENSG00000186818,LILRB4,LILRB4,1709
1795,ENSG00000276042,LILRB4,LILRB4,1709
1796,ENSG00000278555,LILRB4,LILRB4,1709
1797,ENSG00000278279,LILRB4,LILRB4,1709
1798,ENSG00000275730,LILRB4,LILRB4,1709
1799,ENSG00000104863,LIN7B,LIN7B,1962
1800,ENSG00000148943,LIN7C,LIN7C,2037
1801,ENSG00000169783,LINGO1,LINGO1,1804
1802,ENSG00000213171,LINGO4,LINGO4,1567
1803,ENSG00000166035,LIPC,LIPC,563
1804,ENSG00000163898,LIPH,LIPH,1743
1805,ENSG00000074695,LMAN1,LMAN1,1071
1806,ENSG00000139636,LMBR1L,LMBR1L,1543
1807,ENSG00000072201,LNX1,LNX1,1718
1808,ENSG00000268655,LOC101059948,LOC101059948,1
1809,ENSG00000198670,LPA,LPA,475
1810,ENSG00000198121,LPAR1,LPAR1,1754
1811,ENSG00000064547,LPAR2,LPAR2,1971
1812,ENSG00000171517,LPAR3,LPAR3,2105
1813,ENSG00000147145,LPAR4,LPAR4,1865
1814,ENSG00000175445,LPL,LPL,440
1815,ENSG00000145012,LPP,LPP,1776
1816,ENSG00000128011,LRFN1,LRFN1,2080
1817,ENSG00000156564,LRFN2,LRFN2,2142
1818,ENSG00000126243,LRFN3,LRFN3,1886
1819,ENSG00000173621,LRFN4,LRFN4,1528
1820,ENSG00000165379,LRFN5,LRFN5,1828
1821,ENSG00000282243,LRIG1,LRIG1,1814
1822,ENSG00000144749,LRIG1,LRIG1,1814
1823,ENSG00000198799,LRIG2,LRIG2,198
1824,ENSG00000148602,LRIT1,LRIT1,2087
1825,ENSG00000204033,LRIT2,LRIT2,3
1826,ENSG00000123384,LRP1,LRP1,1283
1827,ENSG00000197324,LRP10,LRP10,1590
1828,ENSG00000120256,LRP11,LRP11,1612
1829,ENSG00000147650,LRP12,LRP12,2197
1830,ENSG00000168702,LRP1B,LRP1B,2064
1831,ENSG00000081479,LRP2,LRP2,1220
1832,ENSG00000134569,LRP4,LRP4,162
1833,ENSG00000162337,LRP5,LRP5,166
1834,ENSG00000070018,LRP6,LRP6,178
1835,ENSG00000281324,LRP6,LRP6,178
1836,ENSG00000157193,LRP8,LRP8,1368
1837,ENSG00000163956,LRPAP1,LRPAP1,885
1838,ENSG00000128594,LRRC4,LRRC4,1972
1839,ENSG00000131409,LRRC4B,LRRC4B,2035
1840,ENSG00000148948,LRRC4C,LRRC4C,1981
1841,ENSG00000162763,LRRC52,LRRC52,1684
1842,ENSG00000175928,LRRN1,LRRN1,1558
1843,ENSG00000170382,LRRN2,LRRN2,167
1844,ENSG00000173114,LRRN3,LRRN3,1950
1845,ENSG00000146006,LRRTM2,LRRTM2,103
1846,ENSG00000198739,LRRTM3,LRRTM3,1610
1847,ENSG00000285383,LRTM2,LRTM2,1685
1848,ENSG00000166159,LRTM2,LRTM2,1685
1849,ENSG00000185565,LSAMP,LSAMP,1340
1850,ENSG00000105699,LSR,LSR,1614
1851,ENSG00000231408,LTA,LTA,309
1852,ENSG00000226275,LTA,LTA,309
1853,ENSG00000230279,LTA,LTA,309
1854,ENSG00000223919,LTA,LTA,309
1855,ENSG00000226979,LTA,LTA,309
1856,ENSG00000238130,LTA,LTA,309
1857,ENSG00000173503,LTA,LTA,309
1858,ENSG00000236925,LTB,LTB,1270
1859,ENSG00000204487,LTB,LTB,1270
1860,ENSG00000223448,LTB,LTB,1270
1861,ENSG00000227507,LTB,LTB,1270
1862,ENSG00000238114,LTB,LTB,1270
1863,ENSG00000231314,LTB,LTB,1270
1864,ENSG00000206437,LTB,LTB,1270
1865,ENSG00000236237,LTB,LTB,1270
1866,ENSG00000049323,LTBP1,LTBP1,1391
1867,ENSG00000168056,LTBP3,LTBP3,2026
1868,ENSG00000111321,LTBR,LTBR,972
1869,ENSG00000012223,LTF,LTF,364
1870,ENSG00000062524,LTK,LTK,870
1871,ENSG00000139329,LUM,LUM,1110
1872,ENSG00000172901,LVRN,LVRN,1529
1873,ENSG00000111971,LY6G5C,LY6G5C,1495
1874,ENSG00000206404,LY6G5C,LY6G5C,1495
1875,ENSG00000228883,LY6G5C,LY6G5C,1495
1876,ENSG00000231325,LY6G5C,LY6G5C,1495
1877,ENSG00000226404,LY6G5C,LY6G5C,1495
1878,ENSG00000237495,LY6G5C,LY6G5C,1495
1879,ENSG00000204428,LY6G5C,LY6G5C,1495
1880,ENSG00000243003,LY6G6F,LY6G6F,1494
1881,ENSG00000240008,LY6G6F,LY6G6F,1494
1882,ENSG00000239741,LY6G6F,LY6G6F,1494
1883,ENSG00000241822,LY6G6F,LY6G6F,1494
1884,ENSG00000240957,LY6G6F,LY6G6F,1494
1885,ENSG00000204424,LY6G6F,LY6G6F,1494
1886,ENSG00000243804,LY6G6F,LY6G6F,1494
1887,ENSG00000112799,LY86,LY86,229
1888,ENSG00000122224,LY9,LY9,1969
1889,ENSG00000154589,LY96,LY96,2231
1890,ENSG00000254087,LYN,LYN,461
1891,ENSG00000124466,LYPD3,LYPD3,213
1892,ENSG00000133800,LYVE1,LYVE1,2216
1893,ENSG00000090382,LYZ,LYZ,1177
1894,ENSG00000099866,MADCAM1,MADCAM1,1342
1895,ENSG00000105695,MAG,MAG,734
1896,ENSG00000179222,MAGED1,MAGED1,2210
1897,ENSG00000282956,MAGI1,MAGI1,1842
1898,ENSG00000151276,MAGI1,MAGI1,1842
1899,ENSG00000184384,MAML2,MAML2,1653
1900,ENSG00000111261,MANSC1,MANSC1,1959
1901,ENSG00000281818,MANSC1,MANSC1,1959
1902,ENSG00000100030,MAPK1,MAPK1,853
1903,ENSG00000019169,MARCO,MARCO,2108
1904,ENSG00000130368,MAS1,MAS1,382
1905,ENSG00000162510,MATN1,MATN1,757
1906,ENSG00000165471,MBL2,MBL2,566
1907,ENSG00000197971,MBP,MBP,347
1908,ENSG00000258839,MC1R,MC1R,1237
1909,ENSG00000185231,MC2R,MC2R,1236
1910,ENSG00000124089,MC3R,MC3R,1011
1911,ENSG00000166603,MC4R,MC4R,913
1912,ENSG00000176136,MC5R,MC5R,926
1913,ENSG00000076706,MCAM,MCAM,1022
1914,ENSG00000180398,MCFD2,MCFD2,1713
1915,ENSG00000128285,MCHR1,MCHR1,1868
1916,ENSG00000152034,MCHR2,MCHR2,1786
1917,ENSG00000112139,MDGA1,MDGA1,1702
1918,ENSG00000110492,MDK,MDK,747
1919,ENSG00000145794,MEGF10,MEGF10,1818
1920,ENSG00000163975,MELTF,MELTF,480
1921,ENSG00000152595,MEPE,MEPE,2008
1922,ENSG00000153208,MERTK,MERTK,1303
1923,ENSG00000105976,MET,MET,479
1924,ENSG00000117122,MFAP2,MFAP2,1130
1925,ENSG00000198948,MFAP3L,MFAP3L,163
1926,ENSG00000197614,MFAP5,MFAP5,1334
1927,ENSG00000140545,MFGE8,MFGE8,1287
1928,ENSG00000100060,MFNG,MFNG,40
1929,ENSG00000235718,MFRP,MFRP,1901
1930,ENSG00000074416,MGLL,MGLL,1867
1931,ENSG00000102858,MGRN1,MGRN1,127
1932,ENSG00000261857,MIA,MIA,1458
1933,ENSG00000235233,MICA,MICA,1466
1934,ENSG00000231225,MICA,MICA,1466
1935,ENSG00000233051,MICA,MICA,1466
1936,ENSG00000183214,MICA,MICA,1466
1937,ENSG00000204520,MICA,MICA,1466
1938,ENSG00000204516,MICB,MICB,1465
1939,ENSG00000234218,MICB,MICB,1465
1940,ENSG00000206449,MICB,MICB,1465
1941,ENSG00000227772,MICB,MICB,1465
1942,ENSG00000231179,MICB,MICB,1465
1943,ENSG00000224378,MICB,MICB,1465
1944,ENSG00000231372,MICB,MICB,1465
1945,ENSG00000238289,MICB,MICB,1465
1946,ENSG00000240972,MIF,MIF,623
1947,ENSG00000276701,MIF,MIF,623
1948,ENSG00000271605,MILR1,MILR1,1596
1949,ENSG00000135517,MIP,MIP,879
1950,ENSG00000011143,MKS1,MKS1,2042
1951,ENSG00000096395,MLN,MLN,593
1952,ENSG00000102539,MLNR,MLNR,101
1953,ENSG00000196611,MMP1,MMP1,369
1954,ENSG00000262406,MMP12,MMP12,983
1955,ENSG00000137745,MMP13,MMP13,1036
1956,ENSG00000157227,MMP14,MMP14,1088
1957,ENSG00000102996,MMP15,MMP15,1095
1958,ENSG00000156103,MMP16,MMP16,1096
1959,ENSG00000087245,MMP2,MMP2,471
1960,ENSG00000125966,MMP24,MMP24,2208
1961,ENSG00000137673,MMP7,MMP7,499
1962,ENSG00000100985,MMP9,MMP9,634
1963,ENSG00000173269,MMRN2,MMRN2,1960
1964,ENSG00000234096,MOG,MOG,1454
1965,ENSG00000234623,MOG,MOG,1454
1966,ENSG00000236561,MOG,MOG,1454
1967,ENSG00000230885,MOG,MOG,1454
1968,ENSG00000137345,MOG,MOG,1454
1969,ENSG00000204655,MOG,MOG,1454
1970,ENSG00000232641,MOG,MOG,1454
1971,ENSG00000237834,MOG,MOG,1454
1972,ENSG00000107186,MPDZ,MPDZ,190
1973,ENSG00000206396,MPIG6B,MPIG6B,242
1974,ENSG00000228090,MPIG6B,MPIG6B,242
1975,ENSG00000204420,MPIG6B,MPIG6B,242
1976,ENSG00000230060,MPIG6B,MPIG6B,242
1977,ENSG00000224393,MPIG6B,MPIG6B,242
1978,ENSG00000237459,MPIG6B,MPIG6B,242
1979,ENSG00000231003,MPIG6B,MPIG6B,242
1980,ENSG00000117400,MPL,MPL,993
1981,ENSG00000158887,MPZ,MPZ,813
1982,ENSG00000170262,MRAP,MRAP,1722
1983,ENSG00000260314,MRC1,MRC1,772
1984,ENSG00000011028,MRC2,MRC2,2092
1985,ENSG00000170255,MRGPRX1,MRGPRX1,1822
1986,ENSG00000183695,MRGPRX2,MRGPRX2,1821
1987,ENSG00000179817,MRGPRX4,MRGPRX4,1820
1988,ENSG00000156738,MS4A1,MS4A1,574
1989,ENSG00000110079,MS4A4A,MS4A4A,1816
1990,ENSG00000263639,MSMB,MSMB,465
1991,ENSG00000215183,MSMP,MSMP,1463
1992,ENSG00000147065,MSN,MSN,823
1993,ENSG0000000005,MST1,MST1,830
1994,ENSG00000173531,MST1,MST1,830
1995,ENSG00000164078,MST1R,MST1R,1262
1996,ENSG00000138379,MSTN,MSTN,62
1997,ENSG0000000006,MT-RNR2,MT-RNR2,1630
1998,ENSG00000108389,MTMR4,MTMR4,2045
1999,ENSG00000168412,MTNR1A,MTNR1A,1055
2000,ENSG00000134640,MTNR1B,MTNR1B,1072
2001,ENSG00000138823,MTTP,MTTP,1139
2002,ENSG00000185499,MUC1,MUC1,649
2003,ENSG00000169550,MUC15,MUC15,1671
2004,ENSG0000000009,MUC2,MUC2,1251
2005,ENSG00000278466,MUC2,MUC2,1251
2006,ENSG00000198788,MUC2,MUC2,1251
2007,ENSG00000284971,MUC2,,1251
2008,ENSG00000277753,MUC20,MUC20,1670
2009,ENSG00000278114,MUC20,MUC20,1670
2010,ENSG00000176945,MUC20,MUC20,1670
2011,ENSG00000281630,MUC20,MUC20,1670
2012,ENSG00000274843,MUC20,MUC20,1670
2013,ENSG00000276583,MUC20,MUC20,1670
2014,ENSG00000275501,MUC20,MUC20,1670
2015,ENSG00000275430,MUC20,MUC20,1670
2016,ENSG00000283158,MUC5AC,MUC5AC,1216
2017,ENSG00000215182,MUC5AC,MUC5AC,1216
2018,ENSG00000277518,MUC6,MUC6,1569
2019,ENSG00000283350,MUC6,MUC6,1569
2020,ENSG00000277281,MUC6,MUC6,1569
2021,ENSG00000184956,MUC6,MUC6,1569
2022,ENSG00000171195,MUC7,MUC7,1717
2023,ENSG00000030304,MUSK,MUSK,77
2024,ENSG00000101825,MXRA5,MXRA5,2017
2025,ENSG00000162576,MXRA8,MXRA8,1884
2026,ENSG00000101335,MYL9,MYL9,797
2027,ENSG00000065534,MYLK,MYLK,1425
2028,ENSG00000101306,MYLK2,MYLK2,1934
2029,ENSG00000176658,MYO1D,MYO1D,195
2030,ENSG00000034971,MYOC,MYOC,1878
2031,ENSG00000285516,NAALAD2,NAALAD2,2192
2032,ENSG00000077616,NAALAD2,NAALAD2,2192
2033,ENSG00000168060,NAALADL1,NAALADL1,2174
2034,ENSG00000105835,NAMPT,NAMPT,1027
2035,ENSG00000135372,NAT10,NAT10,1925
2036,ENSG00000158747,NBL1,NBL1,1004
2037,ENSG00000149294,NCAM1,NCAM1,606
2038,ENSG00000154654,NCAM2,NCAM2,88
2039,ENSG00000130287,NCAN,NCAN,54
2040,ENSG00000141027,NCOR1,NCOR1,170
2041,ENSG00000273535,NCR1,NCR1,191
2042,ENSG00000276450,NCR1,NCR1,191
2043,ENSG00000275521,NCR1,NCR1,191
2044,ENSG00000275156,NCR1,NCR1,191
2045,ENSG00000277442,NCR1,NCR1,191
2046,ENSG00000278362,NCR1,NCR1,191
2047,ENSG00000277334,NCR1,NCR1,191
2048,ENSG00000275637,NCR1,NCR1,191
2049,ENSG00000189430,NCR1,NCR1,191
2050,ENSG00000278025,NCR1,NCR1,191
2051,ENSG00000284113,NCR1,NCR1,191
2052,ENSG00000273506,NCR1,NCR1,191
2053,ENSG00000274053,NCR1,NCR1,191
2054,ENSG00000275822,NCR1,NCR1,191
2055,ENSG00000277824,NCR1,NCR1,191
2056,ENSG00000277629,NCR1,NCR1,191
2057,ENSG00000273916,NCR1,NCR1,191
2058,ENSG00000284208,NCR1,NCR1,191
2059,ENSG00000096264,NCR2,NCR2,244
2060,ENSG00000223833,NCR3,NCR3,67
2061,ENSG00000237103,NCR3,NCR3,67
2062,ENSG00000236315,NCR3,NCR3,67
2063,ENSG00000225211,NCR3,NCR3,67
2064,ENSG00000236979,NCR3,NCR3,67
2065,ENSG00000206430,NCR3,NCR3,67
2066,ENSG00000237808,NCR3,NCR3,67
2067,ENSG00000204475,NCR3,NCR3,67
2068,ENSG00000188211,NCR3LG1,NCR3LG1,1509
2069,ENSG00000162736,NCSTN,NCSTN,1752
2070,ENSG00000124479,NDP,NDP,1223
2071,ENSG00000110400,NECTIN1,NECTIN1,1409
2072,ENSG00000130202,NECTIN2,NECTIN2,1757
2073,ENSG00000177707,NECTIN3,NECTIN3,2011
2074,ENSG00000143217,NECTIN4,NECTIN4,1829
2075,ENSG00000172260,NEGR1,NEGR1,1589
2076,ENSG00000184613,NELL2,NELL2,1855
2077,ENSG00000067141,NEO1,NEO1,1768
2078,ENSG00000171208,NETO2,NETO2,1691
2079,ENSG00000163531,NFASC,NFASC,196
2080,ENSG00000134259,NGF,NGF,283
2081,ENSG00000064300,NGFR,NGFR,467
2082,ENSG00000116962,NID1,NID1,628
2083,ENSG00000087303,NID2,NID2,1367
2084,ENSG00000145506,NKD2,NKD2,1782
2085,ENSG00000276920,NKD2,NKD2,1782
2086,ENSG00000169760,NLGN1,NLGN1,1668
2087,ENSG00000169992,NLGN2,NLGN2,1705
2088,ENSG00000283859,NLGN2,NLGN2,1705
2089,ENSG00000196338,NLGN3,NLGN3,2055
2090,ENSG00000146938,NLGN4X,NLGN4X,1657
2091,ENSG00000197696,NMB,NMB,495
2092,ENSG00000135577,NMBR,NMBR,852
2093,ENSG00000204640,NMS,NMS,1488
2094,ENSG00000109255,NMU,NMU,1064
2095,ENSG00000171596,NMUR1,NMUR1,1966
2096,ENSG00000132911,NMUR2,NMUR2,1917
2097,ENSG00000156574,NODAL,NODAL,1846
2098,ENSG00000183691,NOG,NOG,1320
2099,ENSG00000148400,NOTCH1,NOTCH1,1042
2100,ENSG00000134250,NOTCH2,NOTCH2,1259
2101,ENSG00000074181,NOTCH3,NOTCH3,2151
2102,ENSG00000204301,NOTCH4,NOTCH4,1857
2103,ENSG00000235396,NOTCH4,NOTCH4,1857
2104,ENSG00000232339,NOTCH4,NOTCH4,1857
2105,ENSG00000238196,NOTCH4,NOTCH4,1857
2106,ENSG00000206312,NOTCH4,NOTCH4,1857
2107,ENSG00000234876,NOTCH4,NOTCH4,1857
2108,ENSG00000223355,NOTCH4,NOTCH4,1857
2109,ENSG00000185269,NOTUM,NOTUM,1525
2110,ENSG00000183979,NPB,NPB,1708
2111,ENSG00000288611,NPBWR1,NPBWR1,1058
2112,ENSG00000183729,NPBWR1,NPBWR1,1058
2113,ENSG00000277339,NPBWR2,NPBWR2,1059
2114,ENSG00000125522,NPBWR2,NPBWR2,1059
2115,ENSG00000139574,NPFF,NPFF,76
2116,ENSG00000148734,NPFFR1,NPFFR1,1918
2117,ENSG00000056291,NPFFR2,NPFFR2,2213
2118,ENSG00000168743,NPNT,NPNT,1556
2119,ENSG00000175206,NPPA,NPPA,285
2120,ENSG00000120937,NPPB,NPPB,669
2121,ENSG00000163273,NPPC,NPPC,787
2122,ENSG00000169418,NPR1,NPR1,651
2123,ENSG00000159899,NPR2,NPR2,724
2124,ENSG00000113389,NPR3,NPR3,674
2125,ENSG00000214285,NPS,NPS,518
2126,ENSG00000187258,NPSR1,NPSR1,1570
2127,ENSG00000156642,NPTN,NPTN,2220
2128,ENSG00000171246,NPTX1,NPTX1,1431
2129,ENSG00000106236,NPTX2,NPTX2,1051
2130,ENSG00000221890,NPTXR,NPTXR,226
2131,ENSG00000105954,NPVF,NPVF,1986
2132,ENSG00000183971,NPW,NPW,1681
2133,ENSG00000122585,NPY,NPY,305
2134,ENSG00000164128,NPY1R,NPY1R,817
2135,ENSG00000185149,NPY2R,NPY2R,1068
2136,ENSG00000204174,NPY4R,NPY4R,1089
2137,ENSG00000164129,NPY5R,NPY5R,1428
2138,ENSG00000000017,NPY6R,NPY6R,1856
2139,ENSG00000131910,NR0B2,NR0B2,1419
2140,ENSG00000091129,NRCAM,NRCAM,1763
2141,ENSG00000157168,NRG1,NRG1,1244
2142,ENSG00000158458,NRG2,NRG2,51
2143,ENSG00000185737,NRG3,NRG3,1157
2144,ENSG00000169752,NRG4,NRG4,1739
2145,ENSG00000099250,NRP1,NRP1,60
2146,ENSG00000118257,NRP2,NRP2,130
2147,ENSG00000152954,NRSN1,NRSN1,1645
2148,ENSG00000171119,NRTN,NRTN,1872
2149,ENSG00000179915,NRXN1,NRXN1,1163
2150,ENSG00000110076,NRXN2,NRXN2,1164
2151,ENSG00000021645,NRXN3,NRXN3,2194
2152,ENSG00000135318,NT5E,NT5E,743
2153,ENSG00000185652,NTF3,NTF3,728
